course_id,assignment_id,score_pct,student_id
345,753,,S149
345,753,,S150
345,753,,S152
345,753,,S153
345,753,,S154
345,753,,S158
345,753,,S159
345,753,,S160
345,753,,S161
345,753,,S162
345,753,,S163
345,753,,S165
345,753,,S166
345,753,,S168
345,753,,S170
345,753,,S171
345,753,,S172
345,753,,S173
345,753,,S174
345,753,,S175
345,753,,S177
345,753,,S179
345,753,,S180
345,753,,S181
345,753,,S182
345,753,,S185
345,754,100.0,S001
345,754,50.0,S003
345,754,100.0,S005
345,754,100.0,S006
345,754,100.0,S008
345,754,100.0,S009
345,754,50.0,S010
345,754,0.0,S012
345,754,50.0,S013
345,754,100.0,S014
345,754,50.0,S015
345,754,100.0,S016
345,754,0.0,S019
345,754,0.0,S021
345,754,100.0,S022
345,754,100.0,S025
345,754,50.0,S026
345,754,50.0,S027
345,754,100.0,S028
345,754,100.0,S031
345,754,100.0,S033
345,754,50.0,S034
345,754,100.0,S035
345,754,100.0,S036
345,754,100.0,S037
345,754,100.0,S041
345,754,100.0,S044
345,754,50.0,S045
345,754,50.0,S049
345,754,50.0,S050
345,754,100.0,S051
345,754,100.0,S054
345,754,100.0,S055
345,754,100.0,S057
345,754,100.0,S058
345,754,100.0,S060
345,754,100.0,S062
345,754,50.0,S064
345,754,100.0,S065
345,754,50.0,S067
345,754,50.0,S068
345,754,50.0,S070
345,754,100.0,S072
345,754,100.0,S073
345,754,100.0,S074
345,754,100.0,S076
345,754,100.0,S078
345,754,100.0,S079
345,754,0.0,S080
345,754,100.0,S081
345,754,100.0,S082
345,754,100.0,S085
345,754,100.0,S086
345,754,100.0,S088
345,754,50.0,S089
345,754,100.0,S092
345,754,50.0,S096
345,754,50.0,S097
345,754,100.0,S099
345,754,100.0,S100
345,754,50.0,S101
345,754,100.0,S102
345,754,50.0,S103
345,754,50.0,S104
345,754,100.0,S108
345,754,100.0,S109
345,754,50.0,S110
345,754,100.0,S112
345,754,50.0,S114
345,754,50.0,S115
345,754,100.0,S117
345,754,100.0,S118
345,754,50.0,S121
345,754,50.0,S123
345,754,100.0,S124
345,754,100.0,S127
345,754,100.0,S128
345,754,100.0,S129
345,754,50.0,S132
345,754,50.0,S134
345,754,100.0,S136
345,754,100.0,S137
345,754,100.0,S139
345,754,50.0,S142
345,754,50.0,S143
345,754,100.0,S144
345,754,100.0,S148
345,754,100.0,S149
345,754,100.0,S150
345,754,100.0,S152
345,754,100.0,S153
345,754,100.0,S154
345,754,100.0,S156
345,754,100.0,S158
345,754,50.0,S159
345,754,100.0,S160
345,754,100.0,S161
345,754,50.0,S162
345,754,100.0,S163
345,754,100.0,S165
345,754,100.0,S166
345,754,100.0,S168
345,754,100.0,S169
345,754,100.0,S170
345,754,50.0,S171
345,754,50.0,S172
345,754,0.0,S173
345,754,100.0,S174
345,754,100.0,S175
345,754,0.0,S176
345,754,100.0,S177
345,754,50.0,S179
345,754,50.0,S180
345,754,100.0,S181
345,754,100.0,S182
345,754,100.0,S185
345,763,33.3,S001
345,763,33.3,S003
345,763,33.3,S005
345,763,33.3,S006
345,763,33.3,S008
345,763,33.3,S009
345,763,33.3,S010
345,763,33.3,S012
345,763,33.3,S014
345,763,33.3,S015
345,763,33.3,S016
345,763,33.3,S019
345,763,33.3,S021
345,763,33.3,S022
345,763,33.3,S024
345,763,33.3,S025
345,763,33.3,S026
345,763,33.3,S027
345,763,33.3,S028
345,763,33.3,S031
345,763,33.3,S033
345,763,33.3,S034
345,763,33.3,S035
345,763,33.3,S036
345,763,33.3,S037
345,763,33.3,S041
345,763,33.3,S044
345,763,33.3,S045
345,763,33.3,S049
345,763,33.3,S050
345,763,33.3,S051
345,763,33.3,S054
345,763,33.3,S055
345,763,33.3,S057
345,763,33.3,S058
345,763,33.3,S060
345,763,33.3,S062
345,763,33.3,S064
345,763,33.3,S065
345,763,33.3,S067
345,763,33.3,S068
345,763,33.3,S072
345,763,33.3,S073
345,763,33.3,S074
345,763,33.3,S076
345,763,33.3,S078
345,763,33.3,S079
345,763,33.3,S080
345,763,33.3,S081
345,763,33.3,S082
345,763,33.3,S083
345,763,33.3,S085
345,763,33.3,S086
345,763,33.3,S088
345,763,33.3,S089
345,763,33.3,S092
345,763,33.3,S096
345,763,33.3,S097
345,763,33.3,S099
345,763,33.3,S100
345,763,33.3,S101
345,763,33.3,S102
345,763,33.3,S103
345,763,33.3,S104
345,763,33.3,S108
345,763,33.3,S109
345,763,33.3,S110
345,763,33.3,S112
345,763,33.3,S114
345,763,33.3,S115
345,763,33.3,S117
345,763,33.3,S118
345,763,33.3,S121
345,763,33.3,S123
345,763,33.3,S124
345,763,33.3,S127
345,763,33.3,S128
345,763,33.3,S129
345,763,33.3,S132
345,763,33.3,S134
345,763,33.3,S136
345,763,33.3,S137
345,763,33.3,S139
345,763,33.3,S142
345,763,33.3,S143
345,763,33.3,S144
345,763,33.3,S148
345,763,33.3,S149
345,763,33.3,S150
345,763,33.3,S152
345,763,33.3,S153
345,763,33.3,S154
345,763,33.3,S156
345,763,33.3,S159
345,763,33.3,S160
345,763,33.3,S161
345,763,33.3,S162
345,763,33.3,S163
345,763,33.3,S165
345,763,33.3,S166
345,763,33.3,S168
345,763,33.3,S169
345,763,33.3,S170
345,763,33.3,S171
345,763,33.3,S172
345,763,0.0,S173
345,763,33.3,S174
345,763,33.3,S175
345,763,33.3,S177
345,763,33.3,S179
345,763,33.3,S180
345,763,33.3,S181
345,763,33.3,S182
345,763,33.3,S185
345,767,100.0,S001
345,767,100.0,S003
345,767,100.0,S005
345,767,100.0,S006
345,767,100.0,S008
345,767,100.0,S009
345,767,100.0,S010
345,767,100.0,S013
345,767,100.0,S014
345,767,100.0,S015
345,767,100.0,S016
345,767,66.7,S019
345,767,100.0,S021
345,767,100.0,S022
345,767,100.0,S024
345,767,100.0,S025
345,767,100.0,S026
345,767,100.0,S027
345,767,100.0,S028
345,767,100.0,S031
345,767,100.0,S033
345,767,100.0,S034
345,767,100.0,S035
345,767,100.0,S036
345,767,100.0,S037
345,767,100.0,S041
345,767,100.0,S044
345,767,100.0,S049
345,767,100.0,S050
345,767,100.0,S051
345,767,100.0,S054
345,767,100.0,S055
345,767,100.0,S057
345,767,100.0,S058
345,767,100.0,S060
345,767,100.0,S062
345,767,100.0,S064
345,767,100.0,S065
345,767,100.0,S067
345,767,100.0,S068
345,767,66.7,S072
345,767,100.0,S073
345,767,100.0,S074
345,767,100.0,S076
345,767,100.0,S078
345,767,100.0,S079
345,767,100.0,S080
345,767,100.0,S081
345,767,100.0,S082
345,767,100.0,S083
345,767,100.0,S085
345,767,100.0,S086
345,767,100.0,S088
345,767,100.0,S089
345,767,100.0,S092
345,767,100.0,S096
345,767,100.0,S097
345,767,100.0,S099
345,767,100.0,S100
345,767,100.0,S101
345,767,100.0,S102
345,767,100.0,S103
345,767,66.7,S104
345,767,100.0,S108
345,767,100.0,S109
345,767,100.0,S110
345,767,100.0,S112
345,767,100.0,S114
345,767,100.0,S115
345,767,100.0,S118
345,767,100.0,S121
345,767,100.0,S123
345,767,100.0,S124
345,767,100.0,S127
345,767,100.0,S128
345,767,100.0,S129
345,767,100.0,S132
345,767,100.0,S134
345,767,100.0,S136
345,767,100.0,S137
345,767,100.0,S139
345,767,100.0,S142
345,767,100.0,S143
345,767,100.0,S144
345,767,100.0,S149
345,767,100.0,S150
345,767,100.0,S152
345,767,100.0,S153
345,767,100.0,S154
345,767,66.7,S156
345,767,100.0,S158
345,767,100.0,S159
345,767,100.0,S160
345,767,100.0,S161
345,767,100.0,S162
345,767,100.0,S163
345,767,100.0,S165
345,767,100.0,S166
345,767,100.0,S168
345,767,100.0,S169
345,767,100.0,S170
345,767,100.0,S171
345,767,100.0,S172
345,767,100.0,S173
345,767,100.0,S174
345,767,100.0,S175
345,767,0.0,S176
345,767,100.0,S177
345,767,100.0,S179
345,767,100.0,S180
345,767,100.0,S181
345,767,100.0,S182
345,767,100.0,S185
345,768,75.0,S001
345,768,100.0,S003
345,768,100.0,S005
345,768,100.0,S006
345,768,100.0,S008
345,768,100.0,S009
345,768,100.0,S010
345,768,100.0,S013
345,768,100.0,S014
345,768,75.0,S015
345,768,100.0,S016
345,768,50.0,S019
345,768,100.0,S021
345,768,100.0,S022
345,768,50.0,S024
345,768,100.0,S025
345,768,100.0,S026
345,768,100.0,S027
345,768,100.0,S028
345,768,100.0,S031
345,768,100.0,S033
345,768,100.0,S034
345,768,100.0,S035
345,768,100.0,S036
345,768,50.0,S037
345,768,100.0,S041
345,768,100.0,S049
345,768,100.0,S050
345,768,100.0,S051
345,768,100.0,S054
345,768,100.0,S055
345,768,75.0,S057
345,768,100.0,S058
345,768,100.0,S060
345,768,25.0,S062
345,768,75.0,S064
345,768,100.0,S065
345,768,100.0,S067
345,768,100.0,S068
345,768,100.0,S072
345,768,100.0,S073
345,768,100.0,S074
345,768,100.0,S076
345,768,75.0,S078
345,768,100.0,S079
345,768,75.0,S080
345,768,100.0,S081
345,768,100.0,S082
345,768,100.0,S083
345,768,100.0,S085
345,768,75.0,S086
345,768,100.0,S088
345,768,100.0,S089
345,768,75.0,S092
345,768,100.0,S097
345,768,100.0,S099
345,768,75.0,S100
345,768,100.0,S101
345,768,100.0,S102
345,768,100.0,S103
345,768,100.0,S104
345,768,100.0,S108
345,768,100.0,S109
345,768,100.0,S110
345,768,100.0,S112
345,768,100.0,S114
345,768,100.0,S115
345,768,100.0,S118
345,768,100.0,S121
345,768,100.0,S123
345,768,100.0,S124
345,768,100.0,S127
345,768,100.0,S128
345,768,75.0,S129
345,768,100.0,S132
345,768,75.0,S136
345,768,25.0,S137
345,768,100.0,S139
345,768,100.0,S142
345,768,100.0,S143
345,768,75.0,S144
345,768,100.0,S148
345,768,100.0,S149
345,768,100.0,S150
345,768,75.0,S152
345,768,100.0,S153
345,768,100.0,S154
345,768,50.0,S156
345,768,100.0,S158
345,768,75.0,S159
345,768,100.0,S160
345,768,75.0,S161
345,768,75.0,S162
345,768,100.0,S163
345,768,75.0,S165
345,768,100.0,S166
345,768,100.0,S168
345,768,100.0,S169
345,768,100.0,S170
345,768,100.0,S171
345,768,75.0,S172
345,768,50.0,S174
345,768,75.0,S175
345,768,75.0,S176
345,768,100.0,S179
345,768,100.0,S181
345,768,100.0,S182
345,768,75.0,S185
345,770,66.7,S001
345,770,66.7,S003
345,770,66.7,S005
345,770,66.7,S006
345,770,66.7,S008
345,770,66.7,S009
345,770,66.7,S010
345,770,33.3,S012
345,770,66.7,S013
345,770,66.7,S014
345,770,33.3,S015
345,770,66.7,S016
345,770,66.7,S021
345,770,66.7,S022
345,770,66.7,S024
345,770,66.7,S025
345,770,66.7,S026
345,770,66.7,S027
345,770,66.7,S028
345,770,66.7,S031
345,770,66.7,S033
345,770,66.7,S034
345,770,66.7,S035
345,770,66.7,S036
345,770,66.7,S037
345,770,66.7,S041
345,770,66.7,S044
345,770,66.7,S045
345,770,33.3,S049
345,770,66.7,S050
345,770,66.7,S051
345,770,66.7,S054
345,770,66.7,S055
345,770,66.7,S057
345,770,66.7,S058
345,770,66.7,S060
345,770,66.7,S062
345,770,66.7,S064
345,770,66.7,S065
345,770,66.7,S067
345,770,66.7,S068
345,770,66.7,S072
345,770,66.7,S073
345,770,66.7,S074
345,770,66.7,S076
345,770,66.7,S078
345,770,66.7,S079
345,770,66.7,S080
345,770,66.7,S081
345,770,66.7,S082
345,770,66.7,S083
345,770,66.7,S085
345,770,66.7,S086
345,770,66.7,S088
345,770,66.7,S089
345,770,66.7,S092
345,770,66.7,S096
345,770,66.7,S097
345,770,66.7,S099
345,770,66.7,S100
345,770,66.7,S101
345,770,66.7,S102
345,770,66.7,S103
345,770,66.7,S104
345,770,66.7,S108
345,770,66.7,S109
345,770,66.7,S110
345,770,66.7,S112
345,770,66.7,S114
345,770,66.7,S115
345,770,66.7,S117
345,770,66.7,S118
345,770,66.7,S121
345,770,66.7,S123
345,770,66.7,S124
345,770,66.7,S127
345,770,66.7,S128
345,770,66.7,S129
345,770,66.7,S132
345,770,66.7,S134
345,770,66.7,S136
345,770,66.7,S137
345,770,66.7,S139
345,770,66.7,S142
345,770,66.7,S143
345,770,66.7,S144
345,770,66.7,S148
345,770,66.7,S149
345,770,66.7,S150
345,770,66.7,S152
345,770,66.7,S153
345,770,66.7,S154
345,770,66.7,S156
345,770,66.7,S158
345,770,66.7,S159
345,770,66.7,S160
345,770,66.7,S161
345,770,66.7,S162
345,770,66.7,S163
345,770,66.7,S165
345,770,66.7,S166
345,770,66.7,S168
345,770,66.7,S169
345,770,66.7,S170
345,770,66.7,S171
345,770,66.7,S172
345,770,33.3,S173
345,770,66.7,S174
345,770,66.7,S175
345,770,33.3,S176
345,770,66.7,S177
345,770,66.7,S179
345,770,66.7,S180
345,770,66.7,S181
345,770,66.7,S182
345,770,66.7,S185
345,773,52.6,S001
345,773,57.9,S003
345,773,57.9,S005
345,773,68.4,S006
345,773,68.4,S008
345,773,57.9,S009
345,773,89.5,S010
345,773,68.4,S013
345,773,84.2,S014
345,773,26.3,S015
345,773,31.6,S019
345,773,78.9,S021
345,773,89.5,S022
345,773,89.5,S024
345,773,73.7,S025
345,773,73.7,S026
345,773,36.8,S027
345,773,73.7,S028
345,773,42.1,S031
345,773,42.1,S033
345,773,47.4,S034
345,773,52.6,S035
345,773,42.1,S037
345,773,15.8,S041
345,773,78.9,S045
345,773,73.7,S049
345,773,78.9,S050
345,773,84.2,S051
345,773,63.2,S054
345,773,31.6,S055
345,773,68.4,S057
345,773,73.7,S058
345,773,73.7,S060
345,773,73.7,S064
345,773,26.3,S065
345,773,68.4,S067
345,773,42.1,S068
345,773,68.4,S072
345,773,47.4,S073
345,773,78.9,S074
345,773,89.5,S076
345,773,73.7,S078
345,773,36.8,S080
345,773,63.2,S081
345,773,63.2,S082
345,773,52.6,S086
345,773,78.9,S088
345,773,78.9,S089
345,773,47.4,S092
345,773,84.2,S096
345,773,42.1,S097
345,773,78.9,S099
345,773,42.1,S101
345,773,63.2,S102
345,773,84.2,S103
345,773,73.7,S104
345,773,84.2,S108
345,773,63.2,S112
345,773,63.2,S114
345,773,73.7,S115
345,773,89.5,S117
345,773,84.2,S118
345,773,73.7,S121
345,773,73.7,S123
345,773,73.7,S124
345,773,78.9,S127
345,773,63.2,S128
345,773,52.6,S129
345,773,68.4,S132
345,773,78.9,S136
345,773,31.6,S137
345,773,73.7,S139
345,773,47.4,S142
345,773,84.2,S143
345,773,52.6,S144
345,773,42.1,S148
345,773,89.5,S149
345,773,26.3,S150
345,773,36.8,S152
345,773,63.2,S153
345,773,31.6,S154
345,773,31.6,S156
345,773,73.7,S159
345,773,57.9,S160
345,773,73.7,S162
345,773,52.6,S163
345,773,57.9,S165
345,773,57.9,S166
345,773,68.4,S168
345,773,63.2,S169
345,773,89.5,S170
345,773,84.2,S172
345,773,73.7,S173
345,773,68.4,S174
345,773,42.1,S175
345,773,31.6,S177
345,773,63.2,S179
345,773,63.2,S181
345,773,73.7,S182
345,773,52.6,S185
345,778,28.0,S001
345,778,32.0,S005
345,778,88.0,S006
345,778,52.0,S008
345,778,68.0,S009
345,778,80.0,S010
345,778,84.0,S013
345,778,96.0,S014
345,778,20.0,S019
345,778,96.0,S021
345,778,96.0,S022
345,778,96.0,S024
345,778,84.0,S025
345,778,52.0,S026
345,778,32.0,S027
345,778,88.0,S028
345,778,52.0,S031
345,778,52.0,S033
345,778,72.0,S034
345,778,76.0,S035
345,778,32.0,S037
345,778,64.0,S041
345,778,28.0,S044
345,778,80.0,S045
345,778,76.0,S049
345,778,84.0,S050
345,778,88.0,S051
345,778,80.0,S054
345,778,80.0,S055
345,778,60.0,S057
345,778,92.0,S058
345,778,64.0,S060
345,778,84.0,S062
345,778,32.0,S064
345,778,44.0,S065
345,778,80.0,S067
345,778,20.0,S068
345,778,64.0,S073
345,778,48.0,S074
345,778,92.0,S076
345,778,76.0,S078
345,778,4.0,S080
345,778,60.0,S081
345,778,100.0,S082
345,778,84.0,S086
345,778,56.0,S092
345,778,100.0,S097
345,778,84.0,S099
345,778,96.0,S100
345,778,16.0,S101
345,778,88.0,S102
345,778,92.0,S103
345,778,84.0,S108
345,778,68.0,S110
345,778,88.0,S112
345,778,72.0,S114
345,778,64.0,S115
345,778,64.0,S121
345,778,88.0,S123
345,778,80.0,S127
345,778,72.0,S128
345,778,52.0,S129
345,778,36.0,S132
345,778,64.0,S136
345,778,32.0,S137
345,778,84.0,S139
345,778,52.0,S142
345,778,92.0,S143
345,778,84.0,S144
345,778,88.0,S148
345,778,92.0,S149
345,778,36.0,S150
345,778,56.0,S152
345,778,68.0,S153
345,778,40.0,S156
345,778,4.0,S158
345,778,44.0,S159
345,778,52.0,S160
345,778,84.0,S161
345,778,92.0,S163
345,778,56.0,S165
345,778,68.0,S166
345,778,72.0,S168
345,778,80.0,S169
345,778,56.0,S170
345,778,88.0,S171
345,778,92.0,S172
345,778,68.0,S175
345,778,64.0,S177
345,778,56.0,S179
345,778,72.0,S181
345,778,24.0,S182
345,778,68.0,S185
345,784,91.3,S006
345,784,17.4,S019
345,784,73.9,S021
345,784,100.0,S024
345,784,100.0,S025
345,784,56.5,S027
345,784,95.7,S051
345,784,100.0,S058
345,784,39.1,S067
345,784,100.0,S076
345,784,34.8,S083
345,784,87.0,S097
345,784,87.0,S099
345,784,100.0,S100
345,784,78.3,S112
345,784,52.2,S115
345,784,100.0,S121
345,784,34.8,S127
345,784,34.8,S137
345,784,100.0,S149
345,784,21.7,S162
345,784,34.8,S171
345,784,95.7,S172
345,784,56.5,S185
345,786,50.0,S001
345,786,100.0,S003
345,786,100.0,S005
345,786,50.0,S006
345,786,50.0,S008
345,786,50.0,S009
345,786,100.0,S010
345,786,75.0,S012
345,786,75.0,S013
345,786,100.0,S014
345,786,100.0,S015
345,786,100.0,S019
345,786,25.0,S021
345,786,100.0,S022
345,786,100.0,S024
345,786,50.0,S025
345,786,50.0,S026
345,786,50.0,S027
345,786,75.0,S031
345,786,100.0,S033
345,786,50.0,S034
345,786,50.0,S035
345,786,75.0,S036
345,786,75.0,S037
345,786,100.0,S041
345,786,75.0,S044
345,786,100.0,S045
345,786,100.0,S050
345,786,100.0,S051
345,786,50.0,S054
345,786,75.0,S055
345,786,100.0,S057
345,786,75.0,S058
345,786,50.0,S060
345,786,75.0,S062
345,786,100.0,S064
345,786,100.0,S065
345,786,50.0,S067
345,786,100.0,S068
345,786,75.0,S072
345,786,100.0,S073
345,786,100.0,S074
345,786,50.0,S076
345,786,100.0,S078
345,786,50.0,S079
345,786,50.0,S080
345,786,50.0,S081
345,786,100.0,S082
345,786,50.0,S085
345,786,100.0,S086
345,786,50.0,S088
345,786,75.0,S092
345,786,100.0,S097
345,786,100.0,S099
345,786,50.0,S101
345,786,75.0,S102
345,786,100.0,S103
345,786,100.0,S104
345,786,100.0,S109
345,786,75.0,S110
345,786,100.0,S112
345,786,50.0,S114
345,786,75.0,S115
345,786,100.0,S117
345,786,50.0,S118
345,786,50.0,S121
345,786,100.0,S123
345,786,50.0,S124
345,786,75.0,S127
345,786,50.0,S128
345,786,50.0,S129
345,786,100.0,S132
345,786,50.0,S136
345,786,100.0,S137
345,786,50.0,S139
345,786,50.0,S142
345,786,100.0,S143
345,786,100.0,S144
345,786,100.0,S148
345,786,100.0,S149
345,786,50.0,S150
345,786,25.0,S152
345,786,100.0,S153
345,786,75.0,S154
345,786,75.0,S156
345,786,100.0,S158
345,786,75.0,S159
345,786,50.0,S160
345,786,50.0,S161
345,786,50.0,S162
345,786,50.0,S163
345,786,50.0,S166
345,786,100.0,S168
345,786,100.0,S169
345,786,50.0,S170
345,786,50.0,S171
345,786,75.0,S172
345,786,100.0,S174
345,786,100.0,S175
345,786,75.0,S177
345,786,100.0,S179
345,786,50.0,S181
345,786,50.0,S182
345,786,75.0,S185
345,787,70.0,S001
345,787,60.0,S003
345,787,90.0,S006
345,787,30.0,S008
345,787,50.0,S009
345,787,80.0,S010
345,787,80.0,S012
345,787,80.0,S013
345,787,90.0,S014
345,787,50.0,S015
345,787,20.0,S019
345,787,90.0,S021
345,787,90.0,S022
345,787,90.0,S024
345,787,90.0,S025
345,787,50.0,S026
345,787,80.0,S027
345,787,90.0,S028
345,787,60.0,S031
345,787,90.0,S033
345,787,50.0,S034
345,787,80.0,S035
345,787,50.0,S037
345,787,80.0,S041
345,787,60.0,S044
345,787,80.0,S045
345,787,50.0,S050
345,787,90.0,S051
345,787,90.0,S054
345,787,60.0,S055
345,787,20.0,S057
345,787,90.0,S058
345,787,90.0,S060
345,787,30.0,S062
345,787,60.0,S065
345,787,50.0,S067
345,787,50.0,S068
345,787,30.0,S072
345,787,30.0,S073
345,787,60.0,S074
345,787,90.0,S076
345,787,30.0,S080
345,787,30.0,S081
345,787,90.0,S082
345,787,60.0,S085
345,787,50.0,S086
345,787,70.0,S088
345,787,90.0,S092
345,787,50.0,S097
345,787,80.0,S099
345,787,90.0,S100
345,787,50.0,S101
345,787,50.0,S102
345,787,90.0,S103
345,787,80.0,S108
345,787,90.0,S109
345,787,80.0,S110
345,787,90.0,S112
345,787,40.0,S114
345,787,50.0,S115
345,787,90.0,S118
345,787,90.0,S121
345,787,90.0,S123
345,787,10.0,S124
345,787,90.0,S127
345,787,60.0,S128
345,787,60.0,S129
345,787,80.0,S132
345,787,70.0,S136
345,787,0.0,S137
345,787,90.0,S139
345,787,50.0,S142
345,787,90.0,S143
345,787,90.0,S144
345,787,60.0,S148
345,787,90.0,S149
345,787,90.0,S150
345,787,20.0,S152
345,787,80.0,S153
345,787,50.0,S154
345,787,50.0,S156
345,787,20.0,S159
345,787,80.0,S160
345,787,80.0,S161
345,787,30.0,S162
345,787,80.0,S163
345,787,60.0,S165
345,787,40.0,S166
345,787,80.0,S168
345,787,90.0,S169
345,787,30.0,S171
345,787,90.0,S172
345,787,80.0,S174
345,787,80.0,S175
345,787,30.0,S176
345,787,40.0,S179
345,787,80.0,S180
345,787,40.0,S181
345,787,80.0,S185
345,790,72.0,S001
345,790,84.0,S003
345,790,96.0,S006
345,790,76.0,S008
345,790,44.0,S009
345,790,80.0,S010
345,790,60.0,S013
345,790,88.0,S014
345,790,32.0,S015
345,790,40.0,S019
345,790,80.0,S021
345,790,84.0,S022
345,790,100.0,S024
345,790,92.0,S025
345,790,76.0,S026
345,790,76.0,S027
345,790,96.0,S028
345,790,68.0,S031
345,790,40.0,S033
345,790,56.0,S034
345,790,92.0,S035
345,790,80.0,S037
345,790,32.0,S041
345,790,84.0,S045
345,790,100.0,S049
345,790,96.0,S050
345,790,92.0,S051
345,790,64.0,S054
345,790,28.0,S055
345,790,68.0,S057
345,790,84.0,S058
345,790,72.0,S060
345,790,52.0,S064
345,790,56.0,S065
345,790,84.0,S067
345,790,44.0,S068
345,790,92.0,S072
345,790,24.0,S073
345,790,88.0,S074
345,790,92.0,S076
345,790,56.0,S078
345,790,40.0,S080
345,790,76.0,S081
345,790,96.0,S082
345,790,68.0,S085
345,790,48.0,S086
345,790,56.0,S088
345,790,60.0,S089
345,790,36.0,S092
345,790,92.0,S096
345,790,64.0,S097
345,790,68.0,S099
345,790,84.0,S100
345,790,40.0,S101
345,790,40.0,S102
345,790,92.0,S103
345,790,84.0,S108
345,790,80.0,S109
345,790,88.0,S110
345,790,72.0,S112
345,790,72.0,S114
345,790,68.0,S115
345,790,84.0,S117
345,790,92.0,S118
345,790,80.0,S121
345,790,76.0,S123
345,790,68.0,S124
345,790,64.0,S127
345,790,44.0,S128
345,790,60.0,S129
345,790,72.0,S132
345,790,88.0,S136
345,790,24.0,S137
345,790,72.0,S139
345,790,64.0,S142
345,790,100.0,S143
345,790,76.0,S144
345,790,84.0,S148
345,790,88.0,S149
345,790,60.0,S150
345,790,76.0,S153
345,790,52.0,S156
345,790,60.0,S159
345,790,72.0,S160
345,790,76.0,S163
345,790,68.0,S165
345,790,68.0,S166
345,790,48.0,S169
345,790,64.0,S170
345,790,88.0,S171
345,790,76.0,S172
345,790,88.0,S174
345,790,72.0,S175
345,790,44.0,S177
345,790,56.0,S179
345,790,92.0,S181
345,790,92.0,S182
